,year,month,type,city,average_price,category_vol
14641,2017,August,conventional,Philadelphia,1.48,large
14642,2017,August,organic,Philadelphia,1.78,medium
14643,2017,August,conventional,Phoenix/Tucson,0.94,wholesale
14644,2017,August,organic,Phoenix/Tucson,1.84,small
14645,2017,August,conventional,Pittsburgh,1.29,large
14646,2017,August,organic,Pittsburgh,1.43,small
14647,2017,August,conventional,Plains,1.43,wholesale
14648,2017,August,organic,Plains,1.8,medium
14649,2017,August,conventional,Portland,1.58,wholesale
14650,2017,August,organic,Portland,2.14,medium
14651,2017,August,conventional,Raleigh/Greensboro,1.29,large
14652,2017,August,organic,Raleigh/Greensboro,2.51,medium
14653,2017,August,conventional,Richmond/Norfolk,1.26,large
14654,2017,August,organic,Richmond/Norfolk,1.66,medium
14655,2017,August,conventional,Roanoke,1.29,large
14656,2017,August,organic,Roanoke,1.81,small
14657,2017,August,conventional,Sacramento,1.46,wholesale
14658,2017,August,organic,Sacramento,1.99,small
14659,2017,August,conventional,San Diego,1.34,wholesale
14660,2017,August,organic,San Diego,2.37,medium
14661,2017,August,conventional,San Francisco,1.62,wholesale
14662,2017,August,organic,San Francisco,2.33,medium
14663,2017,August,conventional,Seattle,1.73,wholesale
14664,2017,August,organic,Seattle,2.58,medium
14665,2017,August,conventional,South Carolina,1.37,large
14666,2017,August,organic,South Carolina,1.74,small
14671,2017,August,conventional,Spokane,1.55,medium
14672,2017,August,organic,Spokane,2.45,small
14673,2017,August,conventional,St. Louis,1.49,large
14674,2017,August,organic,St. Louis,2.15,small
14675,2017,August,conventional,Syracuse,1.4,medium
14676,2017,August,organic,Syracuse,1.37,small
14677,2017,August,conventional,Tampa,1.46,large
14678,2017,August,organic,Tampa,1.6,small
14683,2017,August,conventional,West Tex/New Mexico,0.95,wholesale
14684,2017,August,organic,West Tex/New Mexico,1.78,medium
14685,2017,August,conventional,Albany,1.52,large
14686,2017,August,organic,Albany,1.9,small
14687,2017,August,conventional,Atlanta,1.37,wholesale
14688,2017,August,organic,Atlanta,2.14,medium
14689,2017,August,conventional,Baltimore/Washington,1.48,wholesale
14690,2017,August,organic,Baltimore/Washington,1.66,medium
14691,2017,August,conventional,Boise,1.51,medium
14692,2017,August,organic,Boise,2.32,small
14693,2017,August,conventional,Boston,1.52,wholesale
14694,2017,August,organic,Boston,1.77,medium
14695,2017,August,conventional,Buffalo/Rochester,1.32,large
14696,2017,August,organic,Buffalo/Rochester,1.27,small
14697,2017,August,conventional,California,1.26,wholesale
14698,2017,August,organic,California,2.21,large
14699,2017,August,conventional,Charlotte,1.47,large
14700,2017,August,organic,Charlotte,2.35,small
14701,2017,August,conventional,Chicago,1.89,wholesale
14702,2017,August,organic,Chicago,1.69,medium
14703,2017,August,conventional,Cincinnati/Dayton,1.34,large
14704,2017,August,organic,Cincinnati/Dayton,1.97,small
14705,2017,August,conventional,Columbus,1.52,large
14706,2017,August,organic,Columbus,1.73,small
14707,2017,August,conventional,Dallas/Ft. Worth,1.0,wholesale
14708,2017,August,organic,Dallas/Ft. Worth,1.68,medium
14709,2017,August,conventional,Denver,1.46,wholesale
14710,2017,August,organic,Denver,2.08,medium
14711,2017,August,conventional,Detroit,1.55,large
14712,2017,August,organic,Detroit,1.54,medium
14713,2017,August,conventional,Grand Rapids,1.7,large
14714,2017,August,organic,Grand Rapids,1.18,small
14715,2017,August,conventional,Great Lakes,1.57,wholesale
14716,2017,August,organic,Great Lakes,1.54,large
14717,2017,August,conventional,Harrisburg/Scranton,1.43,large
14718,2017,August,organic,Harrisburg/Scranton,1.69,medium
14719,2017,August,conventional,Hartford/Springfield,1.63,large
14720,2017,August,organic,Hartford/Springfield,2.26,medium
14721,2017,August,conventional,Houston,0.99,wholesale
14722,2017,August,organic,Houston,1.39,medium
14723,2017,August,conventional,Indianapolis,1.49,large
14724,2017,August,organic,Indianapolis,1.41,small
14725,2017,August,conventional,Jacksonville,1.49,large
14726,2017,August,organic,Jacksonville,2.0,small
14727,2017,August,conventional,Las Vegas,1.18,large
14728,2017,August,organic,Las Vegas,2.05,small
14729,2017,August,conventional,Los Angeles,1.19,wholesale
14730,2017,August,organic,Los Angeles,2.04,medium
14731,2017,August,conventional,Louisville,1.38,large
14732,2017,August,organic,Louisville,1.67,small
14733,2017,August,conventional,Miami/Ft. Lauderdale,1.51,wholesale
14734,2017,August,organic,Miami/Ft. Lauderdale,1.47,small
14737,2017,August,conventional,Nashville,1.05,large
14738,2017,August,organic,Nashville,1.61,small
14739,2017,August,conventional,New Orleans/Mobile,1.39,large
14740,2017,August,organic,New Orleans/Mobile,1.2,small
14741,2017,August,conventional,New York,1.58,wholesale
14742,2017,August,organic,New York,2.07,medium
14745,2017,August,conventional,Northern New England,1.24,wholesale
14746,2017,August,organic,Northern New England,1.69,medium
14747,2017,August,conventional,Orlando,1.44,large
14748,2017,August,organic,Orlando,2.12,small
14749,2017,August,conventional,Philadelphia,1.54,large
14750,2017,August,organic,Philadelphia,1.79,medium
14751,2017,August,conventional,Phoenix/Tucson,1.01,wholesale
14752,2017,August,organic,Phoenix/Tucson,2.01,small
14753,2017,August,conventional,Pittsburgh,1.27,large
14754,2017,August,organic,Pittsburgh,1.44,small
14755,2017,August,conventional,Plains,1.43,wholesale
14756,2017,August,organic,Plains,1.8,medium
14757,2017,August,conventional,Portland,1.71,wholesale
14758,2017,August,organic,Portland,2.33,medium
14759,2017,August,conventional,Raleigh/Greensboro,1.39,large
14760,2017,August,organic,Raleigh/Greensboro,2.29,small
14761,2017,August,conventional,Richmond/Norfolk,1.35,large
14762,2017,August,organic,Richmond/Norfolk,1.79,small
14763,2017,August,conventional,Roanoke,1.38,large
14764,2017,August,organic,Roanoke,2.0,small
14765,2017,August,conventional,Sacramento,1.44,wholesale
14766,2017,August,organic,Sacramento,2.09,small
14767,2017,August,conventional,San Diego,1.24,wholesale
14768,2017,August,organic,San Diego,2.32,medium
14769,2017,August,conventional,San Francisco,1.29,wholesale
14770,2017,August,organic,San Francisco,2.57,medium
14771,2017,August,conventional,Seattle,1.81,wholesale
14772,2017,August,organic,Seattle,2.65,medium
14773,2017,August,conventional,South Carolina,1.36,large
14774,2017,August,organic,South Carolina,1.78,medium
14779,2017,August,conventional,Spokane,1.67,medium
14780,2017,August,organic,Spokane,2.55,small
14781,2017,August,conventional,St. Louis,1.49,large
14782,2017,August,organic,St. Louis,2.28,small
14783,2017,August,conventional,Syracuse,1.45,medium
14784,2017,August,organic,Syracuse,1.39,small
14785,2017,August,conventional,Tampa,1.49,large
14786,2017,August,organic,Tampa,1.57,small
14791,2017,August,conventional,West Tex/New Mexico,0.95,wholesale
14792,2017,August,organic,West Tex/New Mexico,2.01,small
14793,2017,August,conventional,Albany,1.61,medium
14794,2017,August,organic,Albany,1.86,small
14795,2017,August,conventional,Atlanta,1.43,wholesale
14796,2017,August,organic,Atlanta,2.18,medium
14797,2017,August,conventional,Baltimore/Washington,1.57,wholesale
14798,2017,August,organic,Baltimore/Washington,1.75,medium
14799,2017,August,conventional,Boise,1.37,medium
14800,2017,August,organic,Boise,2.62,small
14801,2017,August,conventional,Boston,1.77,wholesale
14802,2017,August,organic,Boston,1.72,medium
14803,2017,August,conventional,Buffalo/Rochester,1.34,large
14804,2017,August,organic,Buffalo/Rochester,1.46,small
14805,2017,August,conventional,California,1.64,wholesale
14806,2017,August,organic,California,2.37,large
14807,2017,August,conventional,Charlotte,1.52,large
14808,2017,August,organic,Charlotte,2.48,small
14809,2017,August,conventional,Chicago,1.88,wholesale
14810,2017,August,organic,Chicago,1.71,medium
14811,2017,August,conventional,Cincinnati/Dayton,1.15,large
14812,2017,August,organic,Cincinnati/Dayton,1.92,small
14813,2017,August,conventional,Columbus,1.23,large
14814,2017,August,organic,Columbus,1.8,small
14815,2017,August,conventional,Dallas/Ft. Worth,0.99,wholesale
14816,2017,August,organic,Dallas/Ft. Worth,1.8,medium
14817,2017,August,conventional,Denver,1.2,wholesale
14818,2017,August,organic,Denver,2.11,medium
14819,2017,August,conventional,Detroit,1.25,large
14820,2017,August,organic,Detroit,1.59,medium
14821,2017,August,conventional,Grand Rapids,1.7,large
14822,2017,August,organic,Grand Rapids,1.13,small
14823,2017,August,conventional,Great Lakes,1.44,wholesale
14824,2017,August,organic,Great Lakes,1.6,large
14825,2017,August,conventional,Harrisburg/Scranton,1.47,large
14826,2017,August,organic,Harrisburg/Scranton,1.68,medium
14827,2017,August,conventional,Hartford/Springfield,1.74,large
14828,2017,August,organic,Hartford/Springfield,2.19,medium
14829,2017,August,conventional,Houston,1.01,wholesale
14830,2017,August,organic,Houston,1.57,medium
14831,2017,August,conventional,Indianapolis,1.39,large
14832,2017,August,organic,Indianapolis,1.64,small
14833,2017,August,conventional,Jacksonville,1.63,large
14834,2017,August,organic,Jacksonville,2.48,small
14835,2017,August,conventional,Las Vegas,1.26,large
14836,2017,August,organic,Las Vegas,2.43,small
14837,2017,August,conventional,Los Angeles,1.45,wholesale
14838,2017,August,organic,Los Angeles,2.16,medium
14839,2017,August,conventional,Louisville,1.56,medium
14840,2017,August,organic,Louisville,1.86,small
14841,2017,August,conventional,Miami/Ft. Lauderdale,1.7,wholesale
14842,2017,August,organic,Miami/Ft. Lauderdale,1.48,small
14845,2017,August,conventional,Nashville,1.07,large
14846,2017,August,organic,Nashville,1.84,small
14847,2017,August,conventional,New Orleans/Mobile,1.46,large
14848,2017,August,organic,New Orleans/Mobile,1.35,small
14849,2017,August,conventional,New York,1.75,wholesale
14850,2017,August,organic,New York,1.85,large
14853,2017,August,conventional,Northern New England,1.82,large
14854,2017,August,organic,Northern New England,1.68,medium
14855,2017,August,conventional,Orlando,1.57,large
14856,2017,August,organic,Orlando,2.21,small
14857,2017,August,conventional,Philadelphia,1.64,large
14858,2017,August,organic,Philadelphia,1.74,medium
14859,2017,August,conventional,Phoenix/Tucson,1.14,wholesale
14860,2017,August,organic,Phoenix/Tucson,2.19,small
14861,2017,August,conventional,Pittsburgh,1.29,large
14862,2017,August,organic,Pittsburgh,1.47,small
14863,2017,August,conventional,Plains,1.53,wholesale
14864,2017,August,organic,Plains,1.92,medium
14865,2017,August,conventional,Portland,1.32,wholesale
14866,2017,August,organic,Portland,2.57,medium
14867,2017,August,conventional,Raleigh/Greensboro,1.42,large
14868,2017,August,organic,Raleigh/Greensboro,2.65,small
14869,2017,August,conventional,Richmond/Norfolk,1.33,large
14870,2017,August,organic,Richmond/Norfolk,1.93,medium
14871,2017,August,conventional,Roanoke,1.41,large
14872,2017,August,organic,Roanoke,2.08,small
14873,2017,August,conventional,Sacramento,1.82,large
14874,2017,August,organic,Sacramento,2.33,small
14875,2017,August,conventional,San Diego,1.65,large
14876,2017,August,organic,San Diego,2.42,medium
14877,2017,August,conventional,San Francisco,2.07,wholesale
14878,2017,August,organic,San Francisco,2.93,medium
14879,2017,August,conventional,Seattle,1.67,wholesale
14880,2017,August,organic,Seattle,2.87,medium
14881,2017,August,conventional,South Carolina,1.4,large
14882,2017,August,organic,South Carolina,1.88,medium
14887,2017,August,conventional,Spokane,1.65,medium
14888,2017,August,organic,Spokane,2.76,small
14889,2017,August,conventional,St. Louis,1.6,large
14890,2017,August,organic,St. Louis,2.64,small
14891,2017,August,conventional,Syracuse,1.42,medium
14892,2017,August,organic,Syracuse,1.51,small
14893,2017,August,conventional,Tampa,1.64,large
14894,2017,August,organic,Tampa,1.55,small
14899,2017,August,conventional,West Tex/New Mexico,1.01,wholesale
14900,2017,August,organic,West Tex/New Mexico,2.43,small
14901,2017,August,conventional,Albany,1.61,medium
14902,2017,August,organic,Albany,1.91,small
14903,2017,August,conventional,Atlanta,1.49,wholesale
14904,2017,August,organic,Atlanta,2.59,medium
14905,2017,August,conventional,Baltimore/Washington,1.66,wholesale
14906,2017,August,organic,Baltimore/Washington,1.82,medium
14907,2017,August,conventional,Boise,1.3,large
14908,2017,August,organic,Boise,2.75,small
14909,2017,August,conventional,Boston,1.79,wholesale
14910,2017,August,organic,Boston,1.75,medium
14911,2017,August,conventional,Buffalo/Rochester,1.33,large
14912,2017,August,organic,Buffalo/Rochester,1.37,small
14913,2017,August,conventional,California,1.78,wholesale
14914,2017,August,organic,California,2.54,large
14915,2017,August,conventional,Charlotte,1.58,large
14916,2017,August,organic,Charlotte,2.83,small
14917,2017,August,conventional,Chicago,1.93,wholesale
14918,2017,August,organic,Chicago,2.11,medium
14919,2017,August,conventional,Cincinnati/Dayton,1.31,large
14920,2017,August,organic,Cincinnati/Dayton,1.95,small
14921,2017,August,conventional,Columbus,1.26,large
14922,2017,August,organic,Columbus,1.87,small
14923,2017,August,conventional,Dallas/Ft. Worth,1.13,wholesale
14924,2017,August,organic,Dallas/Ft. Worth,1.9,medium
14925,2017,August,conventional,Denver,1.1,wholesale
14926,2017,August,organic,Denver,2.16,medium
14927,2017,August,conventional,Detroit,1.32,large
14928,2017,August,organic,Detroit,1.64,medium
14929,2017,August,conventional,Grand Rapids,1.74,large
14930,2017,August,organic,Grand Rapids,1.21,small
14931,2017,August,conventional,Great Lakes,1.49,wholesale
14932,2017,August,organic,Great Lakes,1.73,large
14933,2017,August,conventional,Harrisburg/Scranton,1.48,large
14934,2017,August,organic,Harrisburg/Scranton,1.73,medium
14935,2017,August,conventional,Hartford/Springfield,1.78,large
14936,2017,August,organic,Hartford/Springfield,2.4,medium
14937,2017,August,conventional,Houston,1.16,wholesale
14938,2017,August,organic,Houston,1.89,medium
14939,2017,August,conventional,Indianapolis,1.29,large
14940,2017,August,organic,Indianapolis,1.62,small
14941,2017,August,conventional,Jacksonville,1.63,large
14942,2017,August,organic,Jacksonville,2.45,small
14943,2017,August,conventional,Las Vegas,1.48,large
14944,2017,August,organic,Las Vegas,2.47,small
14945,2017,August,conventional,Los Angeles,1.66,wholesale
14946,2017,August,organic,Los Angeles,2.37,medium
14947,2017,August,conventional,Louisville,1.62,medium
14948,2017,August,organic,Louisville,1.9,small
14949,2017,August,conventional,Miami/Ft. Lauderdale,1.65,wholesale
14950,2017,August,organic,Miami/Ft. Lauderdale,1.55,small
14953,2017,August,conventional,Nashville,1.28,large
14954,2017,August,organic,Nashville,1.89,small
14955,2017,August,conventional,New Orleans/Mobile,1.46,large
14956,2017,August,organic,New Orleans/Mobile,1.5,small
14957,2017,August,conventional,New York,1.81,wholesale
14958,2017,August,organic,New York,2.13,medium
14961,2017,August,conventional,Northern New England,1.83,large
14962,2017,August,organic,Northern New England,1.69,medium
14963,2017,August,conventional,Orlando,1.57,large
14964,2017,August,organic,Orlando,2.3,small
14965,2017,August,conventional,Philadelphia,1.68,large
14966,2017,August,organic,Philadelphia,1.92,medium
14967,2017,August,conventional,Phoenix/Tucson,1.18,wholesale
14968,2017,August,organic,Phoenix/Tucson,2.0,medium
14969,2017,August,conventional,Pittsburgh,1.28,large
14970,2017,August,organic,Pittsburgh,1.49,small
14971,2017,August,conventional,Plains,1.37,wholesale
14972,2017,August,organic,Plains,2.01,medium
14973,2017,August,conventional,Portland,1.34,wholesale
14974,2017,August,organic,Portland,2.85,medium
14975,2017,August,conventional,Raleigh/Greensboro,1.47,large
14976,2017,August,organic,Raleigh/Greensboro,3.04,medium
14977,2017,August,conventional,Richmond/Norfolk,1.38,large
14978,2017,August,organic,Richmond/Norfolk,1.96,small
14979,2017,August,conventional,Roanoke,1.43,large
14980,2017,August,organic,Roanoke,2.17,small
14981,2017,August,conventional,Sacramento,1.87,large
14982,2017,August,organic,Sacramento,2.49,small
14983,2017,August,conventional,San Diego,1.79,large
14984,2017,August,organic,San Diego,2.57,small
14985,2017,August,conventional,San Francisco,2.09,wholesale
14986,2017,August,organic,San Francisco,3.0,medium
14987,2017,August,conventional,Seattle,1.54,wholesale
14988,2017,August,organic,Seattle,2.96,medium
14989,2017,August,conventional,South Carolina,1.41,large
14990,2017,August,organic,South Carolina,2.03,medium
14995,2017,August,conventional,Spokane,1.42,medium
14996,2017,August,organic,Spokane,2.84,small
14997,2017,August,conventional,St. Louis,1.71,large
14998,2017,August,organic,St. Louis,2.84,small
14999,2017,August,conventional,Syracuse,1.41,medium
15000,2017,August,organic,Syracuse,1.4,small
15001,2017,August,conventional,Tampa,1.63,large
15002,2017,August,organic,Tampa,1.6,small
15007,2017,August,conventional,West Tex/New Mexico,1.08,wholesale
15008,2017,August,organic,West Tex/New Mexico,2.5,medium
15009,2017,September,conventional,Albany,1.76,medium
15010,2017,September,organic,Albany,2.0,small
15011,2017,September,conventional,Atlanta,1.53,wholesale
15012,2017,September,organic,Atlanta,2.59,medium
15013,2017,September,conventional,Baltimore/Washington,1.62,wholesale
15014,2017,September,organic,Baltimore/Washington,1.68,medium
15015,2017,September,conventional,Boise,1.68,medium
15016,2017,September,organic,Boise,2.71,small
15017,2017,September,conventional,Boston,1.81,wholesale
15018,2017,September,organic,Boston,1.76,medium
15019,2017,September,conventional,Buffalo/Rochester,1.56,large
15020,2017,September,organic,Buffalo/Rochester,1.41,small
15021,2017,September,conventional,California,1.65,wholesale
15022,2017,September,organic,California,2.09,large
15023,2017,September,conventional,Charlotte,1.65,large
15024,2017,September,organic,Charlotte,2.82,small
15025,2017,September,conventional,Chicago,2.0,wholesale
15026,2017,September,organic,Chicago,2.05,medium
15027,2017,September,conventional,Cincinnati/Dayton,1.72,large
15028,2017,September,organic,Cincinnati/Dayton,2.17,medium
15029,2017,September,conventional,Columbus,1.62,large
15030,2017,September,organic,Columbus,2.1,small
15031,2017,September,conventional,Dallas/Ft. Worth,1.23,wholesale
15032,2017,September,organic,Dallas/Ft. Worth,1.81,medium
15033,2017,September,conventional,Denver,1.5,wholesale
15034,2017,September,organic,Denver,2.02,medium
15035,2017,September,conventional,Detroit,1.68,large
15036,2017,September,organic,Detroit,1.87,medium
15037,2017,September,conventional,Grand Rapids,1.65,large
15038,2017,September,organic,Grand Rapids,1.26,small
15039,2017,September,conventional,Great Lakes,1.73,wholesale
15040,2017,September,organic,Great Lakes,1.82,large
15041,2017,September,conventional,Harrisburg/Scranton,1.53,large
15042,2017,September,organic,Harrisburg/Scranton,1.72,medium
15043,2017,September,conventional,Hartford/Springfield,1.74,large
15044,2017,September,organic,Hartford/Springfield,2.21,medium
15045,2017,September,conventional,Houston,1.19,wholesale
15046,2017,September,organic,Houston,1.85,medium
15047,2017,September,conventional,Indianapolis,1.7,large
15048,2017,September,organic,Indianapolis,1.73,small
15049,2017,September,conventional,Jacksonville,1.88,large
15050,2017,September,organic,Jacksonville,2.42,small
15051,2017,September,conventional,Las Vegas,1.53,large
15052,2017,September,organic,Las Vegas,2.64,small
15053,2017,September,conventional,Los Angeles,1.61,wholesale
15054,2017,September,organic,Los Angeles,2.11,medium
15055,2017,September,conventional,Louisville,1.64,medium
15056,2017,September,organic,Louisville,1.98,small
15057,2017,September,conventional,Miami/Ft. Lauderdale,1.98,wholesale
15058,2017,September,organic,Miami/Ft. Lauderdale,1.67,small
15061,2017,September,conventional,Nashville,1.34,large
15062,2017,September,organic,Nashville,2.04,small
15063,2017,September,conventional,New Orleans/Mobile,1.57,large
15064,2017,September,organic,New Orleans/Mobile,1.5,small
15065,2017,September,conventional,New York,1.8,wholesale
15066,2017,September,organic,New York,2.14,medium
15069,2017,September,conventional,Northern New England,1.88,large
15070,2017,September,organic,Northern New England,1.69,medium
15071,2017,September,conventional,Orlando,1.8,large
15072,2017,September,organic,Orlando,2.45,small
15073,2017,September,conventional,Philadelphia,1.7,large
15074,2017,September,organic,Philadelphia,1.85,medium
15075,2017,September,conventional,Phoenix/Tucson,1.2,wholesale
15076,2017,September,organic,Phoenix/Tucson,1.86,small
15077,2017,September,conventional,Pittsburgh,1.31,large
15078,2017,September,organic,Pittsburgh,1.5,small
15079,2017,September,conventional,Plains,1.58,wholesale
15080,2017,September,organic,Plains,2.12,medium
15081,2017,September,conventional,Portland,1.76,wholesale
15082,2017,September,organic,Portland,2.84,medium
15083,2017,September,conventional,Raleigh/Greensboro,1.54,large
15084,2017,September,organic,Raleigh/Greensboro,2.97,medium
15085,2017,September,conventional,Richmond/Norfolk,1.44,large
15086,2017,September,organic,Richmond/Norfolk,2.05,medium
15087,2017,September,conventional,Roanoke,1.45,large
15088,2017,September,organic,Roanoke,2.27,small
15089,2017,September,conventional,Sacramento,1.79,large
15090,2017,September,organic,Sacramento,2.15,small
15091,2017,September,conventional,San Diego,1.52,wholesale
15092,2017,September,organic,San Diego,2.01,medium
15093,2017,September,conventional,San Francisco,1.78,wholesale
15094,2017,September,organic,San Francisco,2.08,medium
15095,2017,September,conventional,Seattle,1.94,wholesale
15096,2017,September,organic,Seattle,2.89,medium
15097,2017,September,conventional,South Carolina,1.44,large
15098,2017,September,organic,South Carolina,2.11,medium
15103,2017,September,conventional,Spokane,1.58,medium
15104,2017,September,organic,Spokane,2.93,small
15105,2017,September,conventional,St. Louis,1.69,large
15106,2017,September,organic,St. Louis,2.81,small
15107,2017,September,conventional,Syracuse,1.64,medium
15108,2017,September,organic,Syracuse,1.51,small
15109,2017,September,conventional,Tampa,1.89,large
15110,2017,September,organic,Tampa,1.74,small
15115,2017,September,conventional,West Tex/New Mexico,1.14,wholesale
15116,2017,September,organic,West Tex/New Mexico,2.39,small
15117,2017,September,conventional,Albany,1.78,large
15118,2017,September,organic,Albany,1.78,small
15119,2017,September,conventional,Atlanta,1.54,wholesale
15120,2017,September,organic,Atlanta,2.59,medium
15121,2017,September,conventional,Baltimore/Washington,1.57,wholesale
15122,2017,September,organic,Baltimore/Washington,1.59,medium
15123,2017,September,conventional,Boise,1.76,medium
15124,2017,September,organic,Boise,2.63,small
15125,2017,September,conventional,Boston,1.63,wholesale
15126,2017,September,organic,Boston,1.74,medium
15127,2017,September,conventional,Buffalo/Rochester,1.46,large
15128,2017,September,organic,Buffalo/Rochester,1.8,small
15129,2017,September,conventional,California,1.71,wholesale
15130,2017,September,organic,California,2.2,large
15131,2017,September,conventional,Charlotte,1.69,large
15132,2017,September,organic,Charlotte,2.8,small
15133,2017,September,conventional,Chicago,2.02,wholesale
15134,2017,September,organic,Chicago,1.96,medium
15135,2017,September,conventional,Cincinnati/Dayton,1.75,large
15136,2017,September,organic,Cincinnati/Dayton,2.15,small
15137,2017,September,conventional,Columbus,1.68,large
15138,2017,September,organic,Columbus,2.13,small
15139,2017,September,conventional,Dallas/Ft. Worth,1.2,wholesale
15140,2017,September,organic,Dallas/Ft. Worth,1.81,medium
15141,2017,September,conventional,Denver,1.56,wholesale
15142,2017,September,organic,Denver,2.06,medium
15143,2017,September,conventional,Detroit,1.8,large
15144,2017,September,organic,Detroit,1.88,medium
15145,2017,September,conventional,Grand Rapids,1.86,large
15146,2017,September,organic,Grand Rapids,1.4,small
15147,2017,September,conventional,Great Lakes,1.81,wholesale
15148,2017,September,organic,Great Lakes,1.82,large
15149,2017,September,conventional,Harrisburg/Scranton,1.51,large
15150,2017,September,organic,Harrisburg/Scranton,1.51,medium
15151,2017,September,conventional,Hartford/Springfield,1.57,large
15152,2017,September,organic,Hartford/Springfield,2.08,medium
15153,2017,September,conventional,Houston,1.1,wholesale
15154,2017,September,organic,Houston,1.8,medium
15155,2017,September,conventional,Indianapolis,1.86,large
15156,2017,September,organic,Indianapolis,1.69,small
15157,2017,September,conventional,Jacksonville,1.77,large
15158,2017,September,organic,Jacksonville,2.35,small
15159,2017,September,conventional,Las Vegas,1.49,large
15160,2017,September,organic,Las Vegas,2.59,small
15161,2017,September,conventional,Los Angeles,1.74,wholesale
15162,2017,September,organic,Los Angeles,2.32,medium
15163,2017,September,conventional,Louisville,1.65,medium
15164,2017,September,organic,Louisville,2.0,small
15165,2017,September,conventional,Miami/Ft. Lauderdale,1.81,large
15166,2017,September,organic,Miami/Ft. Lauderdale,1.74,small
15169,2017,September,conventional,Nashville,1.42,large
15170,2017,September,organic,Nashville,2.15,small
15171,2017,September,conventional,New Orleans/Mobile,1.62,large
15172,2017,September,organic,New Orleans/Mobile,1.63,small
15173,2017,September,conventional,New York,1.61,wholesale
15174,2017,September,organic,New York,2.07,medium
15177,2017,September,conventional,Northern New England,1.74,large
15178,2017,September,organic,Northern New England,1.68,medium
15179,2017,September,conventional,Orlando,1.7,large
15180,2017,September,organic,Orlando,2.12,small
15181,2017,September,conventional,Philadelphia,1.54,large
15182,2017,September,organic,Philadelphia,1.67,medium
15183,2017,September,conventional,Phoenix/Tucson,1.2,wholesale
15184,2017,September,organic,Phoenix/Tucson,1.85,small
15185,2017,September,conventional,Pittsburgh,1.31,large
15186,2017,September,organic,Pittsburgh,1.48,small
15187,2017,September,conventional,Plains,1.6,wholesale
15188,2017,September,organic,Plains,2.09,medium
15189,2017,September,conventional,Portland,1.87,large
15190,2017,September,organic,Portland,2.84,medium
15191,2017,September,conventional,Raleigh/Greensboro,1.57,large
15192,2017,September,organic,Raleigh/Greensboro,2.89,medium
15193,2017,September,conventional,Richmond/Norfolk,1.47,large
15194,2017,September,organic,Richmond/Norfolk,2.0,medium
15195,2017,September,conventional,Roanoke,1.53,large
15196,2017,September,organic,Roanoke,2.19,small
15197,2017,September,conventional,Sacramento,1.63,large
15198,2017,September,organic,Sacramento,1.96,small
15199,2017,September,conventional,San Diego,1.71,large
15200,2017,September,organic,San Diego,2.37,medium
15201,2017,September,conventional,San Francisco,1.71,wholesale
15202,2017,September,organic,San Francisco,2.05,medium
15203,2017,September,conventional,Seattle,2.07,large
15204,2017,September,organic,Seattle,2.87,medium
15205,2017,September,conventional,South Carolina,1.42,large
15206,2017,September,organic,South Carolina,2.02,medium
15211,2017,September,conventional,Spokane,1.89,medium
15212,2017,September,organic,Spokane,2.86,small
15213,2017,September,conventional,St. Louis,1.47,large
15214,2017,September,organic,St. Louis,2.69,small
15215,2017,September,conventional,Syracuse,1.59,medium
15216,2017,September,organic,Syracuse,1.8,small
15217,2017,September,conventional,Tampa,1.76,large
15218,2017,September,organic,Tampa,1.76,small
15223,2017,September,conventional,West Tex/New Mexico,1.14,wholesale
15224,2017,September,organic,West Tex/New Mexico,2.38,small
15225,2017,September,conventional,Albany,1.41,medium
15226,2017,September,organic,Albany,1.55,small
15227,2017,September,conventional,Atlanta,1.59,wholesale
15228,2017,September,organic,Atlanta,2.54,medium
15229,2017,September,conventional,Baltimore/Washington,1.58,wholesale
15230,2017,September,organic,Baltimore/Washington,1.54,medium
15231,2017,September,conventional,Boise,1.73,medium
15232,2017,September,organic,Boise,2.65,small
15233,2017,September,conventional,Boston,1.58,wholesale
15234,2017,September,organic,Boston,1.56,medium
15235,2017,September,conventional,Buffalo/Rochester,1.37,large
15236,2017,September,organic,Buffalo/Rochester,1.47,small
15237,2017,September,conventional,California,1.72,wholesale
15238,2017,September,organic,California,2.18,large
15239,2017,September,conventional,Charlotte,1.61,large
15240,2017,September,organic,Charlotte,2.77,small
15241,2017,September,conventional,Chicago,2.15,wholesale
15242,2017,September,organic,Chicago,2.13,medium
15243,2017,September,conventional,Cincinnati/Dayton,1.79,large
15244,2017,September,organic,Cincinnati/Dayton,2.14,small
15245,2017,September,conventional,Columbus,1.7,large
15246,2017,September,organic,Columbus,2.03,small
15247,2017,September,conventional,Dallas/Ft. Worth,1.24,wholesale
15248,2017,September,organic,Dallas/Ft. Worth,1.79,medium
15249,2017,September,conventional,Denver,1.47,wholesale
15250,2017,September,organic,Denver,2.02,medium
15251,2017,September,conventional,Detroit,1.84,large
15252,2017,September,organic,Detroit,1.85,medium
15253,2017,September,conventional,Grand Rapids,1.99,large
15254,2017,September,organic,Grand Rapids,1.4,small
15255,2017,September,conventional,Great Lakes,1.86,wholesale
15256,2017,September,organic,Great Lakes,1.84,large
15257,2017,September,conventional,Harrisburg/Scranton,1.46,large
15258,2017,September,organic,Harrisburg/Scranton,1.51,medium
15259,2017,September,conventional,Hartford/Springfield,1.54,large
15260,2017,September,organic,Hartford/Springfield,1.96,medium
